,osmid,highway,geometry,lon,lat
123,789299584,,POINT (73.3471218 54.9383255),73.3471218,54.9383255
124,410616194,,POINT (73.41514119999999 54.951282),73.4151412,54.951282
125,789299588,,POINT (73.3489022 54.9399549),73.3489022,54.9399549
126,789299597,,POINT (73.34068739999999 54.9373709),73.3406874,54.9373709
127,1877262733,,POINT (73.42577559999999 54.9918334),73.4257756,54.9918334
128,1072562577,,POINT (73.6098102 54.8830114),73.6098102,54.8830114
129,1457488274,,POINT (73.2688078 54.9625203),73.2688078,54.9625203
130,789299601,,POINT (73.3460157 54.9388536),73.3460157,54.9388536
131,1877262737,,POINT (73.4257233 54.9923112),73.4257233,54.9923112
132,789299604,,POINT (73.3504676 54.9412289),73.3504676,54.9412289
133,2134524314,,POINT (73.41286340000001 55.0074449),73.4128634,55.0074449
134,2134524315,,POINT (73.4140829 55.0075066),73.4140829,55.0075066
135,2286420381,,POINT (73.3330622 54.9463326),73.3330622,54.9463326
136,2052669853,,POINT (73.30929519999999 55.0229892),73.3092952,55.0229892
137,410976671,,POINT (73.39804959999999 54.9445806),73.3980496,54.9445806
138,2286420384,,POINT (73.3322848 54.946731),73.3322848,54.946731
139,1259864486,,POINT (73.3710861 55.0033582),73.3710861,55.0033582
140,789299624,,POINT (73.3481094 54.9450317),73.3481094,54.9450317
141,789299627,,POINT (73.34504080000001 54.9420237),73.3450408,54.9420237
142,585138605,,POINT (73.2990145 54.9846793),73.2990145,54.9846793
143,585138606,,POINT (73.3062323 54.9811151),73.3062323,54.9811151
144,1259864495,,POINT (73.3768147 55.0204045),73.3768147,55.0204045
145,2699329968,,POINT (73.4069089 54.9651588),73.4069089,54.9651588
146,846217645,,POINT (73.4597515 54.8518662),73.4597515,54.8518662
147,410386866,,POINT (73.4976332 54.9206368),73.4976332,54.9206368
148,410386867,,POINT (73.49715329999999 54.9221759),73.4971533,54.9221759
149,410386868,,POINT (73.49671170000001 54.923649),73.4967117,54.923649
150,2442379694,,POINT (73.24692810000001 54.9997727),73.2469281,54.9997727
151,2272264630,,POINT (73.4461531 55.0362568),73.4461531,55.0362568
152,410386870,,POINT (73.4959892 54.9261486),73.4959892,54.9261486
153,1259864505,,POINT (73.3739944 55.0098378),73.3739944,55.0098378
154,789299642,,POINT (73.3460073 54.9399895),73.3460073,54.9399895
155,2924446142,,POINT (73.4169153 54.9188134),73.4169153,54.9188134
156,1259864511,,POINT (73.3598779 55.0168802),73.3598779,55.0168802
157,2924446144,,POINT (73.4163157 54.9188151),73.4163157,54.9188151
158,789299646,,POINT (73.3412731 54.9396897),73.3412731,54.9396897
159,5245354432,,POINT (73.2279058 54.989977),73.2279058,54.989977
160,410386883,,POINT (73.4984992 54.9207161),73.4984992,54.9207161
161,410386884,,POINT (73.4980783 54.9222367),73.4980783,54.9222367
162,410386885,,POINT (73.49761669999999 54.9237286),73.4976167,54.9237286
163,5245354433,,POINT (73.22814409999999 54.9899024),73.2281441,54.9899024
164,410386887,,POINT (73.4969002 54.9262232),73.4969002,54.9262232
165,789299653,,POINT (73.34208340000001 54.9392232),73.3420834,54.9392232
166,3793732038,,POINT (73.2565535 54.9783052),73.2565535,54.9783052
167,929841613,,POINT (73.4519815 54.9094069),73.4519815,54.9094069
168,1259864527,traffic_signals,POINT (73.3754861 55.0185016),73.3754861,55.0185016
169,1259864530,,POINT (73.37366950000001 55.0040967),73.3736695,55.0040967
170,410386902,,POINT (73.4994018 54.9208067),73.4994018,54.9208067
171,1259864535,,POINT (73.3812685 55.0136997),73.3812685,55.0136997
172,410386904,,POINT (73.49849330000001 54.9238217),73.4984933,54.9238217
173,410386903,,POINT (73.4989163 54.9223197),73.4989163,54.9223197
174,410386906,,POINT (73.4977749 54.9262842),73.4977749,54.9262842
175,410583515,traffic_signals,POINT (73.426531 54.9409384),73.426531,54.9409384
176,410583516,traffic_signals,POINT (73.4218039 54.9391518),73.4218039,54.9391518
177,1259864541,,POINT (73.3526406 55.0121136),73.3526406,55.0121136
178,410583517,,POINT (73.4193393 54.9383098),73.4193393,54.9383098
179,789299678,,POINT (73.347301 54.9455088),73.347301,54.9455088
180,1103200740,,POINT (73.46896630000001 54.9164415),73.4689663,54.9164415
181,410173926,traffic_signals,POINT (73.2892264 55.0067213),73.2892264,55.0067213
182,1259864554,,POINT (73.3561416 55.0244285),73.3561416,55.0244285
183,1259864558,,POINT (73.3686891 55.0122218),73.3686891,55.0122218
184,789299696,,POINT (73.3444381 54.9372651),73.3444381,54.9372651
185,846217713,,POINT (73.4549253 54.8511841),73.4549253,54.8511841
186,2473034229,,POINT (73.2648536 54.9727983),73.2648536,54.9727983
187,929841653,,POINT (73.42229949999999 54.9448524),73.4222995,54.9448524
188,1056702967,,POINT (73.3525827 55.0248741),73.3525827,55.0248741
189,1259864568,,POINT (73.3756108 55.0194483),73.3756108,55.0194483
190,2473034233,,POINT (73.2670308 54.973478),73.2670308,54.973478
191,3463594488,,POINT (73.2172806 54.9804852),73.2172806,54.9804852
192,807633404,,POINT (73.31470969999999 54.9030196),73.3147097,54.9030196
193,1259864573,,POINT (73.3603767 55.020554),73.3603767,55.020554
194,410911229,,POINT (73.4187266 54.9287762),73.4187266,54.9287762
195,410911231,,POINT (73.41876019999999 54.9308774),73.4187602,54.9308774
196,929841663,,POINT (73.41778720000001 55.0256132),73.4177872,55.0256132
197,410173953,,POINT (73.2806076 55.0005506),73.2806076,55.0005506
198,789299714,,POINT (73.34623259999999 54.9377854),73.3462326,54.9377854
199,789299716,,POINT (73.34230890000001 54.9415982),73.3423089,54.9415982
200,789299719,,POINT (73.3435921 54.9400883),73.3435921,54.9400883
201,1259864586,,POINT (73.357991 55.0082834),73.357991,55.0082834
202,789299724,,POINT (73.3425288 54.9373258),73.3425288,54.9373258
203,789299725,,POINT (73.350666 54.9435121),73.350666,54.9435121
204,3755344400,,POINT (73.4187172 54.9372086),73.4187172,54.9372086
205,1103200784,,POINT (73.4873441 54.9125064),73.4873441,54.9125064
206,1235714579,,POINT (73.4053588 54.9278311),73.4053588,54.9278311
207,929841685,,POINT (73.4162589 54.9489936),73.4162589,54.9489936
208,1072562716,,POINT (73.4597995 54.8534692),73.4597995,54.8534692
209,1936245283,,POINT (73.24710779999999 55.1029746),73.2471078,55.1029746
210,1102955043,,POINT (73.47808019999999 55.0360611),73.4780802,55.0360611
211,929841703,,POINT (73.4559024 54.917724),73.4559024,54.917724
212,846217769,,POINT (73.46622840000001 54.8498938),73.4662284,54.8498938
213,929841707,,POINT (73.26051820000001 55.0441421),73.2605182,55.0441421
214,1259864627,,POINT (73.3580458 55.0091203),73.3580458,55.0091203
215,929841717,,POINT (73.45257669999999 54.9178532),73.4525767,54.9178532
216,410386998,,POINT (73.49779460000001 54.9296165),73.4977946,54.9296165
217,929841724,,POINT (73.4213361 54.9444822),73.4213361,54.9444822
218,410174023,traffic_signals,POINT (73.29759490000001 55.0124277),73.2975949,55.0124277
219,1259864648,,POINT (73.3523675 55.0130538),73.3523675,55.0130538
220,1259864650,,POINT (73.3602052 55.0004204),73.3602052,55.0004204
221,789299796,,POINT (73.3386963 54.937977),73.3386963,54.937977
222,1259864667,,POINT (73.3776349 55.0158615),73.3776349,55.0158615
223,2034238044,,POINT (73.3045307 54.9159139),73.3045307,54.9159139
224,1259864669,,POINT (73.36860489999999 55.0057031),73.3686049,55.0057031
225,789299807,,POINT (73.3416435 54.941906),73.3416435,54.941906
226,1142063716,,POINT (73.1274808 54.9580878),73.1274808,54.9580878
227,929841768,,POINT (73.2630229 55.046298),73.2630229,55.046298
228,789299817,,POINT (73.3519053 54.9427951),73.3519053,54.9427951
229,4362535530,,POINT (73.3853482 54.9446431),73.3853482,54.9446431
230,4362535531,,POINT (73.3851674 54.9446711),73.3851674,54.9446711
231,789299820,,POINT (73.3401944 54.9402516),73.3401944,54.9402516
232,768377455,,POINT (73.31098009999999 54.9927209),73.3109801,54.9927209
233,1259864689,,POINT (73.3604905 55.024534),73.3604905,55.024534
234,1952301682,traffic_signals,POINT (73.2611507 55.0425619),73.2611507,55.0425619
235,1952301684,traffic_signals,POINT (73.2675629 55.0345367),73.2675629,55.0345367
236,1952301685,traffic_signals,POINT (73.2692287 55.0321994),73.2692287,55.0321994
237,1952301686,,POINT (73.2658095 55.0367167),73.2658095,55.0367167
238,1952301687,traffic_signals,POINT (73.26938850000001 55.0322376),73.2693885,55.0322376
239,1259864696,,POINT (73.37840799999999 55.0203562),73.378408,55.0203562
240,768377465,,POINT (73.4418878 55.0134909),73.4418878,55.0134909
241,807633530,,POINT (73.31327210000001 54.9065555),73.3132721,54.9065555
242,1952301688,traffic_signals,POINT (73.2610181 55.0425032),73.2610181,55.0425032
243,1952301689,traffic_signals,POINT (73.2674243 55.0347128),73.2674243,55.0347128
244,1259864701,,POINT (73.359797 55.0099814),73.359797,55.0099814
245,1952301694,,POINT (73.2656456 55.036668),73.2656456,55.036668
246,1952301695,,POINT (73.2707721 55.0305257),73.2707721,55.0305257
247,1259864704,,POINT (73.38029109999999 55.0210975),73.3802911,55.0210975
248,1952301696,traffic_signals,POINT (73.26462359999999 55.0379991),73.2646236,55.0379991
249,1636434562,traffic_signals,POINT (73.4534426 54.9734268),73.4534426,54.9734268
250,1952301697,traffic_signals,POINT (73.2647918 55.0380426),73.2647918,55.0380426
251,1956070018,,POINT (73.4681039 55.0336934),73.4681039,55.0336934
252,789299845,,POINT (73.34397730000001 54.938214),73.3439773,54.938214
253,1259864715,,POINT (73.368786 55.0194448),73.368786,55.0194448
254,1259864719,,POINT (73.35557849999999 55.0137052),73.3555785,55.0137052
255,410534545,,POINT (73.4442018 54.9117163),73.4442018,54.9117163
256,789299861,,POINT (73.342608 54.9425073),73.342608,54.9425073
257,1195688598,,POINT (73.3829346 55.0025405),73.3829346,55.0025405
258,410534549,,POINT (73.4443133 54.913274),73.4443133,54.913274
259,410534552,,POINT (73.4443595 54.9149785),73.4443595,54.9149785
260,1259864732,,POINT (73.3811065 55.0122706),73.3811065,55.0122706
261,929841820,,POINT (73.416059 54.9479267),73.416059,54.9479267
262,789299869,,POINT (73.3472896 54.9407722),73.3472896,54.9407722
263,1259864736,,POINT (73.3550122 55.0197014),73.3550122,55.0197014
264,789299872,,POINT (73.34674939999999 54.9410695),73.3467494,54.9410695
265,1933296291,,POINT (73.26431030000001 55.0244637),73.2643103,55.0244637
266,1259864740,,POINT (73.3720879 55.0150455),73.3720879,55.0150455
267,789299876,,POINT (73.34973100000001 54.9440201),73.349731,54.9440201
268,986432163,,POINT (73.3530189 54.9015221),73.3530189,54.9015221
269,1259864743,,POINT (73.3537788 55.0110795),73.3537788,55.0110795
270,846217895,,POINT (73.4596775 54.851109),73.4596775,54.851109
271,1259864748,,POINT (73.36257620000001 55.0179585),73.3625762,55.0179585
272,1259864753,,POINT (73.3541513 55.0138745),73.3541513,55.0138745
273,789299892,,POINT (73.3419797 54.9400985),73.3419797,54.9400985
274,702366390,,POINT (73.31959980000001 55.04025),73.3195998,55.04025
275,6257263287,,POINT (73.4643075 54.8907922),73.4643075,54.8907922
276,6480315064,,POINT (73.26419009999999 55.0241485),73.2641901,55.0241485
277,789299898,,POINT (73.3310852 54.9402906),73.3310852,54.9402906
278,2843820731,,POINT (73.520954 55.0263795),73.520954,55.0263795
279,1259864764,,POINT (73.3775547 55.0150224),73.3775547,55.0150224
280,1103200956,,POINT (73.489161 54.9155257),73.489161,54.9155257
281,1259864767,,POINT (73.3581104 55.0134303),73.3581104,55.0134303
282,1259864770,,POINT (73.3686719 55.0113609),73.3686719,55.0113609
283,789299909,,POINT (73.3434441 54.9420549),73.3434441,54.9420549
284,1259864774,,POINT (73.37341170000001 55.0020251),73.3734117,55.0020251
285,2436137672,,POINT (73.4287549 54.8916488),73.4287549,54.8916488
286,1259864778,,POINT (73.3747949 55.0130317),73.3747949,55.0130317
287,768377549,,POINT (73.4283696 55.0315165),73.4283696,55.0315165
288,768377551,,POINT (73.3969415 55.0036955),73.3969415,55.0036955
289,2481930962,,POINT (73.3521118 55.0219302),73.3521118,55.0219302
290,673465043,,POINT (73.317851 55.0626153),73.317851,55.0626153
291,1481032405,,POINT (73.4015313 55.0075323),73.4015313,55.0075323
292,753304278,,POINT (73.271407 54.9536781),73.271407,54.9536781
293,846217942,,POINT (73.466015 54.8524887),73.466015,54.8524887
294,1259864796,,POINT (73.3812866 55.0210953),73.3812866,55.0210953
295,1259864797,,POINT (73.3581226 55.0143031),73.3581226,55.0143031
296,1481032412,,POINT (73.402072 55.0079502),73.402072,55.0079502
297,702366430,,POINT (73.3271938 55.0343491),73.3271938,55.0343491
298,1481032415,,POINT (73.4024526 55.008085),73.4024526,55.008085
299,702366433,,POINT (73.3293331 55.0319943),73.3293331,55.0319943
300,1481032418,,POINT (73.4016632 55.0083296),73.4016632,55.0083296
301,1103200995,,POINT (73.48382580000001 54.9145682),73.4838258,54.9145682
302,1481032423,,POINT (73.4017187 55.0087945),73.4017187,55.0087945
303,1259864813,,POINT (73.3604828 55.0238392),73.3604828,55.0238392
304,768377581,,POINT (73.4321939 55.0190155),73.4321939,55.0190155
305,2843820782,,POINT (73.52183049999999 55.0331361),73.5218305,55.0331361
306,2044461816,,POINT (73.29976619999999 54.9766609),73.2997662,54.9766609
307,1088799488,,POINT (73.46153649999999 55.0319398),73.4615365,55.0319398
308,1088799489,,POINT (73.50550370000001 55.0216102),73.5055037,55.0216102
309,1259864835,,POINT (73.3574327 55.0201925),73.3574327,55.0201925
310,702366468,,POINT (73.33119069999999 55.0339672),73.3311907,55.0339672
311,1259864839,,POINT (73.36254150000001 55.0073882),73.3625415,55.0073882
312,1259864840,,POINT (73.3557019 55.0190848),73.3557019,55.0190848
313,1056703243,,POINT (73.3597158 55.025347),73.3597158,55.025347
314,929841931,,POINT (73.41553690000001 54.9496082),73.4155369,54.9496082
315,929841938,,POINT (73.45386449999999 54.9118198),73.4538645,54.9118198
316,5358306067,,POINT (73.37673270000001 55.0283387),73.3767327,55.0283387
317,1075004180,,POINT (73.43556169999999 54.8916442),73.4355617,54.8916442
318,768377623,,POINT (73.3865802 55.0008618),73.3865802,55.0008618
319,5158634267,,POINT (73.38256079999999 54.9900312),73.3825608,54.9900312
320,1259864860,,POINT (73.3625598 55.010787),73.3625598,55.010787
321,1072562973,,POINT (73.4664384 54.8509934),73.4664384,54.8509934
322,1098007323,,POINT (73.17673050000001 54.9523476),73.1767305,54.9523476
323,768377636,,POINT (73.38740180000001 55.0005629),73.3874018,55.0005629
324,846218020,,POINT (73.4666161 54.8502272),73.4666161,54.8502272
325,702366504,,POINT (73.3236285 55.0361235),73.3236285,55.0361235
326,410813229,,POINT (73.2853178 55.0624581),73.2853178,55.0624581
327,2613183278,,POINT (73.2268105 54.9877644),73.2268105,54.9877644
328,5185274671,,POINT (73.34264570000001 54.9433276),73.3426457,54.9433276
329,410518320,,POINT (73.43891000000001 54.9117185),73.43891,54.9117185
330,1259864881,,POINT (73.35411209999999 55.007557),73.3541121,55.007557
331,410518322,,POINT (73.43661470000001 54.9117064),73.4366147,54.9117064
332,410518321,,POINT (73.4378167 54.9117085),73.4378167,54.9117085
333,410518319,,POINT (73.43984210000001 54.9117167),73.4398421,54.9117167
334,410518323,,POINT (73.4414357 54.9086737),73.4414357,54.9086737
335,410043187,,POINT (73.3789651 54.9722677),73.3789651,54.9722677
336,410813239,,POINT (73.3003398 55.0598055),73.3003398,55.0598055
337,4122428215,,POINT (73.3644913 55.0236169),73.3644913,55.0236169
338,1098007351,,POINT (73.17700360000001 54.9544863),73.1770036,54.9544863
339,410583866,,POINT (73.418693 54.9388949),73.418693,54.9388949
340,1259864892,,POINT (73.37504490000001 55.0150382),73.3750449,55.0150382
341,1259864894,,POINT (73.3532522 55.0110066),73.3532522,55.0110066
342,586416960,,POINT (73.3034622 54.9792396),73.3034622,54.9792396
343,410583872,,POINT (73.421042 54.9397961),73.421042,54.9397961
344,6257263424,,POINT (73.46328219999999 54.8935666),73.4632822,54.8935666
345,846218049,,POINT (73.4572087 54.8506457),73.4572087,54.8506457
346,6257263430,,POINT (73.4617245 54.8950465),73.4617245,54.8950465
347,4122428232,,POINT (73.3626945 55.0238206),73.3626945,55.0238206
348,3095069513,,POINT (73.3556394 55.023494),73.3556394,55.023494
349,673465162,,POINT (73.3173448 55.0624176),73.3173448,55.0624176
350,2596324170,,POINT (73.38859739999999 54.9822192),73.3885974,54.9822192
351,2596324172,,POINT (73.3887008 54.9822255),73.3887008,54.9822255
352,1259864909,,POINT (73.3530336 55.0136131),73.3530336,55.0136131
353,2049278799,traffic_signals,POINT (73.3259043 54.9343836),73.3259043,54.9343836
354,586416976,,POINT (73.30712219999999 54.9772106),73.3071222,54.9772106
355,806306639,,POINT (73.3031299 54.9070754),73.3031299,54.9070754
356,768377683,,POINT (73.39319070000001 55.0049904),73.3931907,55.0049904
357,586416980,,POINT (73.3068695 54.9771219),73.3068695,54.9771219
358,1606075221,,POINT (73.2533148 55.0167148),73.2533148,55.0167148
359,768377687,,POINT (73.3890751 55.0037709),73.3890751,55.0037709
360,846218072,,POINT (73.4571716 54.8499813),73.4571716,54.8499813
361,410813273,,POINT (73.3169694 55.0574292),73.3169694,55.0574292
362,586416990,,POINT (73.3099137 54.9781904),73.3099137,54.9781904
363,746996581,,POINT (73.3103852 55.0158485),73.3103852,55.0158485
364,808584038,,POINT (73.415235 54.9449161),73.415235,54.9449161
365,1098007402,,POINT (73.1385073 54.9494495),73.1385073,54.9494495
366,929842031,crossing,POINT (73.4519916 54.9085415),73.4519916,54.9085415
367,1259864948,,POINT (73.3564719 55.0184699),73.3564719,55.0184699
368,1259864951,,POINT (73.35979 55.0034853),73.35979,55.0034853
369,639517560,,POINT (73.2780487 54.9815383),73.2780487,54.9815383
370,1093206905,,POINT (73.48669289999999 54.9645842),73.4866929,54.9645842
371,586417018,,POINT (73.3108624 54.9785233),73.3108624,54.9785233
372,639517561,,POINT (73.27853039999999 54.9813029),73.2785304,54.9813029
373,746996605,,POINT (73.3142434 55.0163176),73.3142434,55.0163176
374,746996610,,POINT (73.3133984 55.0165188),73.3133984,55.0165188
375,746996614,,POINT (73.3129314 55.0166139),73.3129314,55.0166139
376,746996616,,POINT (73.31285560000001 55.0163725),73.3128556,55.0163725
377,1966228361,,POINT (73.36857500000001 54.9911334),73.368575,54.9911334
378,6434128778,,POINT (73.1766569 55.0695873),73.1766569,55.0695873
379,1056703371,,POINT (73.3651224 55.0252201),73.3651224,55.0252201
380,1098007437,,POINT (73.1707631 54.952575),73.1707631,54.952575
381,746996625,,POINT (73.3146356 55.0162853),73.3146356,55.0162853
382,768377746,,POINT (73.3896732 55.0017262),73.3896732,55.0017262
383,3659645841,,POINT (73.3396566 54.9406674),73.3396566,54.9406674
384,746996627,traffic_signals,POINT (73.3159273 55.0174786),73.3159273,55.0174786
385,929842066,,POINT (73.45386790000001 54.911557),73.4538679,54.911557
386,1259864983,,POINT (73.3810156 55.011469),73.3810156,55.011469
387,5723964312,,POINT (73.2717384 54.9525433),73.2717384,54.9525433
